Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2018,Christian Morris,Tennessee State,OT,78,306,10,35,NA,5.32,21,27,103,5.03,8.1,NA,NA
2018,Siran Neal,Jacksonville State (AL),SS,72,199,9.88,31.125,NA,4.56,17,40.5,122,4.28,7.07,NA,NA
2018,Bilal Nichols,Delaware,DT,75.75,306,10.25,33.38,NA,4.95,29,30.5,112,4.49,7.45,NA,NA
2018,Brad North,Northwestern,C,74.13,292,9.75,32,NA,5.25,23,28,110,4.77,8.01,NA,NA
2018,Joseph Noteboom,Texas Christian,OT,77,309,9.63,34.375,NA,4.96,27,24,101,4.44,NA,NA,NA
2018,Dorian ODaniel,Clemson,OLB,72.63,223,9,31.13,NA,4.61,21,32,119,4.07,NA,NA,NA
2018,Ebenezer Ogundeko,Tennessee State,DE,74.75,240,10,33.5,NA,4.88,25,32.5,116,4.53,7.44,NA,NA
2018,Chukwuma Okorafor,Western Michigan,OT,78,320,10.25,34.5,NA,5.31,19,23.5,102,4.8,NA,NA,NA
2018,Foyesade Oluokun,Yale,OLB,73.88,229,8.75,32.5,NA,4.48,18,37,123,4.12,6.94,NA,NA
2018,Brian ONeill,Pittsburgh,OT,78.88,297,9.38,34.125,NA,4.8,22,29.5,107,4.5,NA,NA,NA
2018,Joshua Outlaw,Louisiana Tech,OG,76,314,9.13,33.375,NA,5.38,25,28,99,4.96,7.95,NA,NA
2018,Brandon Parker,North Carolina A&T,OT,79.63,305,9.75,35,NA,5.37,21,28.5,113,4.68,NA,NA,NA
2018,Steven Parker,Oklahoma,SS,73.13,203,9.5,33.25,NA,4.58,9,36.5,126,4.33,6.83,NA,NA
2018,Timon Parris,Stony Brook (NY),OT,77.63,312,9.38,33.875,NA,5.57,27,NA,NA,5.07,8.39,NA,NA
2018,DaRon Payne,Alabama,DT,74.5,311,9.38,33,NA,4.9,27,28.5,107,4.71,NA,NA,NA
2018,Cam Phillips,Virginia Tech,WR,72.13,201,8.88,30.5,NA,4.79,12,29.5,113,4.45,7.19,NA,NA
2018,Skyler Phillips,Idaho State,OG,74.75,318,9.5,33,NA,5.1,31,29,104,4.69,NA,NA,NA
2018,Demornay Pierson-El,Nebraska,WR,68.63,194,9.63,30.875,NA,4.57,14,37.5,120,4.28,6.98,NA,NA
2018,Jacob Pugh,Florida State,OLB,75.63,246,10.13,34.38,NA,4.65,NA,38.5,122,4.64,7.34,NA,NA
2018,Frank Ragnow,Arkansas,C,77.13,312,9.38,33.13,NA,4.99,26,33.5,115,4.51,8.04,NA,NA
2018,Austin Roberts,UCLA,FB,74,234,10,31.5,NA,4.68,21,28.5,116,4.6,7.65,NA,NA
2018,Stephen Roberts,Auburn,FS,71.25,189,8.88,31.375,NA,4.53,NA,34,121,4.31,7.25,NA,NA
2018,Terryon Robinson,Western Carolina,WR,69.63,194,8.88,31.5,NA,4.65,13,33,112,4.64,7.7,NA,NA
2018,Tyree Robinson,Oregon,FS,74.25,202,8.75,31.5,NA,4.54,10,37.5,130,4.34,7.1,NA,NA
2018,Khaliel Rodgers,North Carolina,OG,73.75,304,10,31.5,NA,5.35,29,25,106,4.97,8.13,NA,NA
2018,JaVon Rolland-Jones,Arkansas State,OLB,73.88,253,10.13,32.75,NA,4.88,23,27.5,113,4.64,7.76,NA,NA
2018,Devin Ross,Colorado,WR,69.38,192,9.25,30.875,NA,4.52,16,35,123,4.23,6.94,NA,NA
2018,Olubunmi Rotimi,Old Dominion (VA),DE,75.13,273,9.75,34.875,NA,5.05,21,32,113,4.7,7.42,NA,NA
2018,Greg Senat,Wagner (NY),OT,78.25,302,9.88,34.875,NA,5.37,19,26,106,4.71,NA,NA,NA
2018,DeVondre Seymour,Southern Illinois,OT,77.88,299,9.88,36.5,NA,5.27,16,25,108,4.91,8.09,NA,NA
2018,Nathan Shepherd,Fort Hays State (KS),DT,75.75,315,10.13,32.375,NA,5.09,NA,31,112,4.53,NA,NA,NA
2018,Zach Sieler,Ferris State (MI),DE,77.75,288,10.13,33.75,NA,4.83,31,29,118,4.63,7.14,NA,NA
2018,Dyshon Sims,Georgia,OG,75.5,318,9.63,33.625,NA,5.44,20,26.5,100,5.02,8.13,NA,NA
2018,Andre Smith,North Carolina,ILB,71.63,237,10,33.13,NA,4.63,19,32.5,116,4.35,7.5,NA,NA
2018,Braden Smith,Auburn,OG,78.25,315,9.38,32.25,NA,5.22,35,33.5,113,4.77,7.81,NA,NA
2018,Brandon Smith,East Carolina (NC),OT,78.38,316,9.5,36.25,NA,5.47,26,30,101,4.88,8.31,NA,NA
2018,Brandon Smith,Penn State,ILB,72.5,232,8.88,29.75,NA,4.71,13,29,110,4.44,7.13,NA,NA
2018,Tremon Smith,Central Arkansas,CB,70.13,200,8.38,31,NA,4.38,15,34,119,4.14,7.03,NA,NA
2018,TreQuan Smith,Central Florida,WR,73.75,203,9.5,33.375,NA,4.49,12,37.5,130,4.5,NA,NA,NA
2018,Bentley Spain,North Carolina,OT,77.75,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Kevin Spears,Jacksonville State (AL),WR,73.75,202,9.75,31.5,NA,4.69,4,NA,113,4.35,7.11,NA,NA
2018,Rod Taylor,Mississippi,OG,74.88,320,9.75,34.25,NA,5.24,21,30.5,99,4.83,8,NA,NA
2018,Wyatt Teller,Virginia Tech,OG,76.5,314,10.25,34,NA,5.24,30,29,114,4.84,7.54,NA,NA
2018,Sione Teuhema,Southeastern Louisiana,DE,76,241,9.38,32.625,NA,4.78,15,32.5,117,4.41,7.18,NA,NA
2018,Ian Thomas,Indiana,TE,75.63,259,11.5,34.13,NA,4.74,NA,36,123,4.2,NA,NA,NA
2018,Jordan Thomas,Mississippi State,TE,77.5,265,9.63,32.25,NA,4.74,16,27,111,4.75,7.41,NA,NA
2018,Jordan Thomas,Oklahoma,CB,72.13,187,9.5,32,NA,4.64,4,38,124,3.94,NA,NA,NA
2018,Trenton Thompson,Georgia,DT,74.63,288,10.63,34,NA,5.06,NA,32.5,111,4.56,NA,NA,NA
2018,Henre Toliver,Arkansas,CB,72.38,188,9,30.875,NA,4.63,6,32.5,117,4.15,7.03,NA,NA
2018,Kevin Toliver,Louisiana State,CB,74,192,9.38,30.125,NA,NA,10,33,120,NA,NA,NA,NA
2018,Brett Toth,Army,OT,77.75,291,10.25,33.375,NA,5.14,16,25,103,4.75,7.4,NA,NA
2018,DeLance Turner,Alcorn State (MS),RB,71.25,216,9,30,NA,4.53,24,37,120,4.45,7.48,NA,NA
2018,DMontre Wade,Murray State (KY),CB,71.13,206,9.88,32.625,NA,4.57,15,35.5,120,4.4,7.07,NA,NA
2018,Chris Warren,Texas,RB,74,247,10,32,NA,4.69,25,33,121,4.18,NA,NA,NA
2018,James Washington,Oklahoma State,WR,71,213,9.75,32.375,NA,4.54,14,34.5,120,4.32,NA,NA,NA
2018,Justin Watson,Pennsylvania,WR,74.38,215,9.25,33.75,NA,4.44,20,40,124,4.26,7.08,NA,NA
2018,Toby Weathersby,Louisiana State,OT,76.38,317,10.25,33.25,NA,5.34,28,24.5,106,5.38,NA,NA,NA
2018,Sean Welsh,Iowa,OG,74.75,306,10.25,32,NA,5.43,20,25,103,4.81,NA,NA,NA
2018,KaRaun White,West Virginia,WR,73,206,9.63,32.25,NA,4.52,24,33.5,118,4.57,6.85,NA,NA
2018,Jojo Wicker,Arizona State,DE,73.75,296,9.13,31.75,NA,5.16,25,30,105,5.02,7.65,NA,NA
2018,Jake Wieneke,South Dakota State,WR,76,221,9.88,33,NA,4.67,9,34,114,4.37,7.22,NA,NA
2018,David Williams,Arkansas,RB,72.13,224,9.13,30,NA,4.5,21,30.5,114,4.52,7.55,NA,NA
2018,Tre Williams,Auburn,OLB,74,236,9.25,32.5,NA,4.66,21,34.5,118,4.37,7.27,NA,NA
2018,Kenny Young,UCLA,ILB,73,236,9.5,32.38,NA,4.6,23,36,117,4.48,7.34,NA,NA
2017,Jamal Agnew,San Diego,CB,69.5,186,8.38,29.5,NA,4.34,16,36,125,4.27,6.92,NA,NA
2017,Brian Allen,Utah,DB,74.88,215,10,34,NA,4.48,15,34.5,117,4.34,NA,NA,NA
2017,Jonathan Allen,Alabama,DE,74.63,286,9.38,33.63,27,5,21,30,108,4.44,NA,NA,NA
2017,Kenny Allen,Michigan,P,75.38,218,9.38,32.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kofi Amichia,South Florida,OG,75.63,302,10.13,33.75,NA,4.99,32,33.5,114,NA,NA,NA,NA
2017,Ryan Anderson,Alabama,OLB,74.13,253,9.38,31.5,NA,4.78,NA,28.5,NA,NA,7.73,NA,NA
2017,Gavin Andrews,Oregon State,OG,77.13,340,9.75,33.5,NA,NA,25,25,96,5.09,8.3,NA,NA
2017,Alex Armah,West Georgia,OLB,72.13,244,9.75,33,NA,4.7,26,34.5,122,4.29,7,NA,NA
2017,Tommy Armstrong,Nebraska,WR,72.38,216,9.88,31,NA,4.57,16,37.5,123,4.11,6.76,NA,NA
2017,Antony Auclair,Laval,TE,77.38,254,10.88,34.25,NA,4.9,22,33.5,117,4.45,7.3,NA,NA
2017,Erik Austell,Charleston Southern,OT,75.13,301,9,32,NA,5.23,24,27.5,107,4.9,NA,NA,NA
2017,Travis Averill,Boise State,OG,75,304,9.63,31.625,NA,5.39,23,27.5,100,4.67,7.73,NA,NA
2017,Bishard Baker,Washington,FS,69.63,195,9,30.75,14,4.45,15,32.5,115,4.08,NA,NA,NA
2017,Miles Bergner,South Dakota,P,72.13,235,8.38,30.5,NA,NA,NA,30.5,109,NA,NA,NA,NA
2017,Collin Bevins,Northwest Missouri State,DE,76.63,285,10.75,34.75,NA,5.01,27,31.5,117,4.39,7.35,NA,NA
2017,Adam Bisnowaty,Pittsburgh,OT,77.63,304,11.38,33.88,NA,5.23,23,29.5,96,4.94,NA,NA,NA
2017,Victor Bolden,Oregon State,WR,68.13,178,9,31.13,NA,4.54,9,32,117,4.22,6.76,NA,NA
2017,Garett Bolles,Utah,OT,77.25,297,9.38,34,9,4.95,NA,28,115,4.55,NA,NA,NA
2017,Kendrick Bourne,Eastern Washington,WR,73.25,203,9.13,32.5,NA,4.68,9,34,125,4.21,NA,NA,NA
2017,Josh Boutte,Louisiana State,OG,76.13,351,10.5,32.5,NA,5.27,28,27,103,4.98,8.11,NA,NA
2017,Paul Boyette,Texas,DT,73.88,310,9.13,31.875,NA,5.38,29,26.5,103,5.09,7.88,NA,NA
2017,Ben Braden,Michigan,OG,78.25,329,9.88,34,NA,5.04,25,28,102,4.9,NA,NA,NA
2017,Billy Brown,Shepherd (WV),WR,75.38,254,10.38,33,NA,4.7,23,29,118,4.14,6.9,NA,NA
2017,Christian Brown,West Virginia,DT,74.13,303,8.5,32.25,NA,5.39,34,26,101,4.81,8.02,NA,NA
2017,Keith Brown,Western Kentucky,ILB,72.5,246,9.25,31.75,NA,4.88,25,29.5,115,4.65,7.53,NA,NA
2017,Noah Brown,Ohio State,WR,74,222,9.13,31.75,NA,4.56,19,NA,NA,4.33,NA,NA,NA
2017,Collin Buchanan,Miami (OH),OL,76.63,316,10.5,32.38,NA,NA,23,25,97,4.75,NA,NA,NA
2017,Hatari Byrd,Texas A&M-Commerce,SS,72.38,207,9.38,32.25,NA,4.66,19,35,122,4.28,7.15,NA,NA
2017,Austin Calitro,Villanova,ILB,72.5,239,9.38,32.25,NA,4.67,24,34,111,4.31,6.96,NA,NA
2017,Jason Carr,West Georgia,DT,77.25,302,10.38,34.25,NA,5.33,12,23.5,99,5.07,8.19,NA,NA
2017,Christopher Carson,Oklahoma State,RB,72.25,218,9.63,33.25,NA,4.58,23,37,130,4.28,7.53,NA,NA
2017,Chris Casher,Faulkner,DE,75.88,264,9.5,32.25,NA,4.88,22,30.5,106,4.6,7.7,NA,NA
2017,Jemar Clark,Arkansas State,OT,77.25,300,10.63,35.75,NA,NA,28,25,92,NA,NA,NA,NA
2017,Jeremy Clark,Michigan,CB,75.13,220,9.38,32.88,NA,NA,20,NA,NA,4.5,NA,NA,NA
2017,Jamaal Clayborn,Mississippi State,C,75.75,316,8.88,33.25,NA,5.64,15,25.5,98,5.01,8,NA,NA
2017,Tarik Cohen,North Carolina A&T,RB,66.38,179,10.13,29.75,NA,4.42,11,31.5,118,4.27,7.22,NA,NA
2017,Dylan Cole,Missouri State,OLB,72.5,239,9.38,31.875,NA,4.54,32,39,125,4.19,6.82,NA,NA
2017,Aviante Collins,Texas Christian,OT,76.25,295,9.38,33.38,NA,4.81,34,24,102,4.73,7.85,NA,NA
2017,Ethan Cooper,Indiana (PA),OG,74,322,10.38,32.63,11,5.36,26,24.5,99,4.88,NA,NA,NA
2017,Lucas Crowley,North Carolina,C,74.25,294,9.38,32.5,NA,5.38,30,26,98,4.87,7.96,NA,NA
2017,Aaron Curry,Texas Christian,DT,73.5,280,9.88,32.5,NA,4.93,26,32,108,4.82,7.69,NA,NA
2017,Julie'n Davenport,Bucknell (PA),OT,78.75,318,10.5,36.5,28,5.45,18,27,106,4.69,NA,NA,NA
2017,Corey Davis,Western Michigan,WR,74.75,209,9.13,33,31,NA,NA,NA,NA,4.28,NA,NA,NA
2017,Keionta Davis,Tennessee-Chattanooga,DE,75,271,9.5,34,NA,4.72,30,37.5,121,4.46,7.64,NA,NA
2017,Kevin Davis,Colorado State,LB,73.75,235,10.25,32.38,NA,4.91,11,30.5,110,4.5,7.07,NA,NA
2017,Marcus Davis,Auburn,WR,69,179,9.75,30,NA,4.53,NA,31.5,114,4.46,7.49,NA,NA
2017,Matt Davis,North Carolina-Pembroke,K,71.88,197,9.13,28.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Reginald Davis,Texas Tech,WR,71.75,182,9.25,31,NA,4.44,9,35,124,4.3,6.76,NA,NA
2017,Robert Davis,Georgia State,WR,74.75,219,9.63,33,NA,4.44,19,41,136,4.28,NA,NA,NA
2017,Matt Dayes,North Carolina State,RB,68.63,205,10.5,30,12,4.66,18,28,109,4.51,7.26,NA,NA
2017,JJ Dielman,Utah,C,76.75,309,10,32.25,NA,NA,27,NA,NA,4.84,NA,NA,NA
2017,Dylan Donahue,West Georgia,DL,74.63,248,9,30.25,NA,4.75,26,29.5,116,4.23,NA,NA,NA
2017,Jessamen Dunker,Tennessee State,OG,76.13,318,10,33.5,NA,4.98,23,28.5,108,4.13,7.88,NA,NA
2017,Brionte Dunn,Ohio State,RB,72,214,9.5,31.5,NA,4.49,23,38,126,4.26,6.71,NA,NA
2017,Samson Ebukam,Eastern Washington,OLB,73.88,240,9.63,32.375,NA,4.5,24,39,130,4.34,7.07,NA,NA
2017,Andrew Eide,Brigham Young,OT,76.63,302,9.13,31.625,NA,5.2,33,30.5,113,4.7,7.93,NA,NA
2017,Jake Eldrenkamp,Washington,OG,76.5,302,10,33,NA,5.39,NA,26,106,4.71,7.71,NA,NA
2017,Pat Elflein,Ohio State,C,74.75,303,9.75,33.25,21,5.32,22,23.5,99,4.71,NA,NA,NA
2017,Jermaine Eluemunor,Texas A&M,OL,75.63,332,9.5,33.25,NA,5.22,34,28.5,103,4.9,7.74,NA,NA
2017,Gerald Everett,South Alabama,TE,74.75,239,8.5,33,24,4.62,22,37.5,126,4.33,NA,NA,NA
2017,Dan Feeney,Indiana,OG,76,305,10.25,33.38,29,5.24,26,28,101,4.68,NA,NA,NA
2017,Devonte' Fields,Louisville,OLB,74.38,236,9,32.38,NA,4.72,NA,34,124,4.88,NA,NA,NA
2017,Johnathan Ford,Auburn,FS,71.13,205,8.88,30,NA,4.4,20,NA,NA,4.21,NA,NA,NA
2017,Brian Gaia,Penn State,C,74.38,292,10,31.875,NA,5.17,32,28,105,4.7,7.82,NA,NA
2017,Avery Gennesy,Texas A&M,OT,75,318,9.5,33.63,NA,5.35,24,20,91,5,7.81,NA,NA
2017,Nate Gerry,Nebraska,SS,73.88,218,9.25,31.25,NA,4.58,17,30.5,122,4.37,7.14,NA,NA
2017,Isaiah Golden,McNeese State (LA),DT,74.25,326,9.75,33.625,NA,5.27,18,26.5,102,4.92,NA,NA,NA
2017,Evan Goodman,Arizona State,OG,75.25,306,10.63,33.25,NA,5.27,22,24.5,100,4.81,7.97,NA,NA
2017,Eddie Gordon,Louisiana-Lafayette,C,73,310,8.13,32.625,NA,5.07,24,29.5,98,4.71,7.56,NA,NA
2017,Jermaine Grace,Miami (FL),OLB,72.13,223,9.88,31.75,NA,4.57,21,33,120,4.37,7.37,NA,NA
2017,Derrick Griffin,Texas Southern,TE,78.25,248,8.88,33.75,NA,NA,11,31,119,4.49,NA,NA,NA
2017,Jay Guillermo,Clemson,C,75,298,9.25,31.75,NA,5.48,33,28.5,105,4.91,7.78,NA,NA
2017,Sean Harlow,Oregon State,OG,76.13,303,9.5,32,NA,5.15,26,30.5,105,4.81,NA,NA,NA
2017,Charles Harris,Missouri,DE,74.63,253,9.63,32.38,23,4.82,21,32,109,4.56,7.35,NA,NA
2017,Connor Harris,Lindenwood (MO),ILB,71,242,9.38,30.13,25,4.73,18,33,114,4.18,NA,NA,NA
2017,DeAngelo Henderson,Coastal Carolina (SC),RB,67.5,208,9.5,29,NA,4.48,20,34,120,4.57,7.26,NA,NA
2017,Jordan Herdman,Simon Fraser (Canada),LB,70.75,238,8.13,29.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Krishawn Hogan,Marian (IN),WR,74.63,222,9.88,32.13,NA,4.56,13,36.5,124,4.21,NA,NA,NA
2017,Will Holden,Vanderbilt,OT,79.38,311,10.13,33.25,NA,5.45,23,28,111,4.72,NA,NA,NA
2017,Cameron Hunt,Oregon,OG,75.75,307,9.38,31.875,NA,5.47,24,23.5,94,4.7,7.96,NA,NA
2017,Adoree Jackson,Southern California,CB,69.75,186,9.25,31.38,NA,4.42,NA,36,122,NA,6.63,NA,NA
2017,Eddie Jackson,Alabama,FS,72,201,9.25,32.25,NA,NA,10,NA,NA,4.2,NA,NA,NA
2017,Nick James,Mississippi State,DT,76.38,328,9.88,32.25,NA,5.06,29,32.5,101,4.65,7.62,NA,NA
2017,AJ Jefferson,Mississippi State,DE,74.5,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Lorenzo Jerome,St. Francis (PA),SS,70.5,204,8.63,30.63,NA,4.7,11,NA,NA,4.68,7.14,NA,NA
2017,Denzel Johnson,Texas Christian,SS,72.38,198,9.63,31.75,NA,4.67,17,35.5,121,4.58,7.15,NA,NA
2017,Dorian Johnson,Pittsburgh,OG,76.63,300,10.88,35.25,24,5.27,21,30,114,5.09,NA,NA,NA
2017,Jaleel Johnson,Iowa,DT,74.88,316,9.63,33.25,NA,5.38,19,28,100,4.75,NA,NA,NA
2017,Jeremy Johnson,Auburn,QB,76.25,232,9.38,33.25,NA,4.75,NA,31.5,114,4.46,7.07,NA,NA
2017,John Johnson,Boston College,FS,72.63,208,9.88,32,NA,4.61,14,37,119,4.18,NA,NA,NA
2017,Jordan Johnson,Buffalo,RB,72.75,223,9,30.375,NA,4.65,19,35.5,121,4.59,7.44,NA,NA
2017,Trevon Johnson,Weber State (UT),ILB,72.5,227,8.88,32.5,NA,4.55,19,30,118,4.6,7.4,NA,NA
2017,Aaron Jones,Texas-El Paso,RB,69.13,208,9.5,32.5,NA,4.56,16,37.5,127,4.2,NA,NA,NA
2017,DJ Jones,Mississippi,DT,72.63,319,10.25,32.5,NA,5.04,25,28.5,108,4.66,NA,NA,NA
2017,DeShawn Jones,Campbell,RB,71.25,203,9.38,32,NA,NA,17,NA,NA,NA,NA,NA,NA
2017,Josh Jones,North Carolina State,FS,73.25,220,9.38,32,17,4.41,20,37.5,132,4.27,7.05,NA,NA
2017,JT Jones,Miami (OH),DE,73.13,249,9.88,33.75,NA,NA,16,39.5,128,4.36,7.1,NA,NA
2017,Zay Jones,East Carolina (NC),WR,73.88,201,9,32.5,NA,4.45,15,36.5,133,4.01,NA,NA,NA
2017,Kyle Kalis,Michigan,OG,76.25,308,10.25,32.88,NA,5.52,30,24.5,99,4.62,7.84,NA,NA
2017,Chad Kelly,Mississippi,QB,73.75,224,9.13,32,22,NA,NA,NA,NA,4.08,NA,NA,NA
2017,Tim Kimbrough,Georgia,ILB,71.38,234,9.25,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kevin King,Washington,CB,75.25,200,9.5,32,NA,4.43,11,39.5,NA,3.89,NA,NA,NA
2017,Alex Kozan,Auburn,OG,75.5,309,10.75,33.125,NA,5.53,18,31,99,4.83,7.84,NA,NA
2017,Tanoh Kpassagnon,Villanova,DE,78.88,289,10.63,35.63,NA,4.83,23,30,128,4.69,NA,NA,NA
2017,Brandon Kublanow,Georgia,C,74,300,8.88,32,NA,5.27,31,29,100,4.69,8.01,NA,NA
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,9.5,31.5,37,4.62,NA,31,116,4.08,6.53,NA,NA
2017,Forrest Lamp,Western Kentucky,OG,75.75,309,10.63,32.25,25,5,34,27.5,111,4.62,NA,NA,NA
2017,Brendan Langley,Lamar (TX),CB,72.25,201,9.5,32,NA,4.43,22,35.5,123,4.21,NA,NA,NA
2017,Javarius Leamon,South Carolina State,OL,78.75,332,9.63,35.25,NA,NA,22,23.5,91,5.12,8.28,NA,NA
2017,Cameron Lee,Illinois State,OG,76.63,312,10.88,33.88,NA,5.44,18,25.5,100,4.75,8.13,NA,NA
2017,Corey Levin,Tennessee-Chattanooga,OL,75.75,307,10.88,33.5,NA,5.16,26,26.5,106,4.73,NA,NA,NA
2017,Prescott Line,Michigan State,FB,71.38,246,8.88,29,NA,4.96,39,29,105,4.32,7.18,NA,NA
2017,Abner Logan,Albany (NY),OLB,73.63,243,10.13,30.375,NA,4.76,29,35.5,120,4.56,7.13,NA,NA
2017,Erik Magnuson,Michigan,OG,76.75,305,9.13,32.125,NA,5.41,21,25,97,4.94,8.07,NA,NA
2017,Damien Mama,Southern California,OG,75.25,334,11,35,NA,5.84,NA,24.5,96,5.38,8.25,NA,NA
2017,ITavius Mathers,Middle Tennessee State,RB,70.88,203,9,31,NA,4.46,21,32,122,4.36,7.17,NA,NA
2017,Jonathan McLaughlin,Virginia Tech,OG,76.13,302,9.38,34.25,NA,5.54,NA,24,93,4.95,8.03,NA,NA
2017,Leon McQuay,Southern California,FS,73.13,197,9.5,31.875,NA,NA,12,33,122,NA,NA,NA,NA
2017,Kwayde Miller,San Diego State,OT,79.25,303,9.25,32.875,NA,5.24,21,32,107,4.63,7.5,NA,NA
2017,David Moore,East Central (OK),WR,72.63,219,9.5,30.625,NA,4.43,26,36.5,124,4.38,6.98,NA,NA
2017,Jordan Moore,Texas-San Antonio,OLB,73.75,227,9.88,31.625,NA,4.62,19,34,121,4.57,7.59,NA,NA
2017,Al-Quadin Muhammad,Miami (FL),DE,75.25,253,9.38,33.25,NA,4.88,22,30.5,117,4.37,7.46,NA,NA
2017,Chris Muller,Rutgers,OG,77.88,315,10,33.25,NA,5.35,34,29,110,4.86,7.72,NA,NA
2017,Levon Myers,Northern Illinois,OT,76.75,309,9.88,33.25,NA,5.41,24,26.5,102,5.06,7.52,NA,NA
2017,Davonte Neal,Arizona,CB,69.13,180,8.38,31,NA,4.7,9,32,113,4.28,7.09,NA,NA
2017,Derrick Nelson,Rutgers,C,74.88,298,9.25,32.875,NA,5.44,26,28,109,4.73,7.75,NA,NA
2017,Pat OConnor,Eastern Michigan,DE,76.25,276,9.63,32.75,NA,4.84,17,31,114,4.36,7.34,NA,NA
2017,Marcus Oliver,Indiana,ILB,72.63,240,8.75,30.25,NA,4.67,23,34,114,4.33,7.09,NA,NA
2017,Caleb Peterson,North Carolina,OG,75.88,300,10,30.75,NA,NA,29,22,97,4.84,8.08,NA,NA
2017,Antonio Pipkin,Tiffin (OH),QB,72.88,225,10,32.25,NA,4.66,NA,36.5,116,4.25,7.07,NA,NA
2017,Jonah Pirsig,Minnesota,OT,79.88,314,10.13,32.625,NA,5.38,20,27,102,4.87,7.87,NA,NA
2017,SeVon Pittman,Akron,DE,75.25,268,9.75,33,NA,4.89,22,28.5,111,4.7,7.41,NA,NA
2017,Ethan Pocic,Louisiana State,C,78,310,10.13,33.13,29,5.15,26,27,107,4.81,NA,NA,NA
2017,Greg Pyke,Georgia,OG,76.63,330,9.38,33.25,NA,5.28,24,20,102,4.84,7.91,NA,NA
2017,Johnny Ragin,Oregon,OLB,73.63,229,9.38,31.375,NA,4.76,17,31,118,4.07,7.09,NA,NA
2017,Ryan Ramczyk,Wisconsin,OT,77.75,310,10.88,33.75,20,NA,25,NA,NA,4.82,NA,NA,NA
2017,Derek Rivers,Youngstown State (OH),DE,76.13,248,9.38,32.75,NA,4.61,30,35,123,NA,NA,NA,NA
2017,Michael Roberts,Toledo,TE,76.38,270,11.5,33,NA,4.86,21,30,110,4.51,NA,NA,NA
2017,Cam Robinson,Alabama,OT,77.75,322,10.5,35.5,16,5.15,NA,26,106,4.82,NA,NA,NA
2017,Ezra Robinson,Tennessee State,CB,71,189,8.75,31.5,NA,4.47,13,34,128,4.44,7.43,NA,NA
2017,Chase Roullier,Wyoming,C,75.75,312,9.5,32.25,31,5.54,19,26.5,97,4.47,NA,NA,NA
2017,Victor Salako,Oklahoma State,OT,77.63,335,9.38,34.5,NA,5.47,24,23,96,4.78,8.47,NA,NA
2017,Eric Saubert,Drake (IA),TE,76.63,253,10.38,33.5,35,4.69,22,33,121,4.59,7.34,NA,NA
2017,Joe Scelfo,North Carolina State,C,72.25,293,9.75,29.75,NA,NA,22,26,95,4.9,7.96,NA,NA
2017,Austin Schmidt,Illinois,OT,77.38,298,10.38,34.875,NA,5.56,17,30.5,103,4.69,7.55,NA,NA
2017,Brad Seaton,Villanova,OT,80.63,329,10.25,34.25,NA,5.37,24,26,105,5,7.84,NA,NA
2017,Michael Selby,Marshall (WV),C,73.38,295,9.25,31.5,NA,5.49,NA,27.5,98,4.71,8.22,NA,NA
2017,Justin Senior,Mississippi State,OT,76.63,331,10.25,34,NA,5.55,21,23,98,5.06,NA,NA,NA
2017,Adam Shaheen,Ashland (OH),TE,77.75,278,9.63,33.5,24,4.79,24,32.5,121,4.38,NA,NA,NA
2017,David Sharpe,Florida,OT,77.75,343,10,35.38,NA,5.44,19,20.5,97,4.78,NA,NA,NA
2017,Terrence Singleton,Prairie View A&M,FS,70.38,201,8.13,31.75,NA,4.53,14,34,120,4.31,7.16,NA,NA
2017,Nico Siragusa,San Diego State,OG,76.38,319,10.63,33.5,31,5.35,28,32,110,4.56,NA,NA,NA
2017,Dan Skipper,Arkansas,OT,81.63,309,10.5,33.38,NA,5.42,19,26,97,5.01,7.5,NA,NA
2017,Corey Smith,Ohio State,WR,72.25,183,9.13,30.625,NA,4.71,NA,35,117,4.23,7.28,NA,NA
2017,Eric Smith,Virginia,OG,76.38,312,9.38,34.75,NA,5.39,26,23.5,100,NA,NA,NA,NA
2017,Maurice Smith,Georgia,SS,71.88,194,8.75,30.625,NA,4.63,16,31.5,115,4.2,6.94,NA,NA
2017,Dustin Stanton,Oregon State,OT,77.63,298,9,32.375,NA,5.19,18,30,109,4.65,7.85,NA,NA
2017,Jamari Staples,Louisville,WR,75,195,9.5,33.5,NA,4.51,NA,36,130,4.14,NA,NA,NA
2017,Grover Stewart,Albany State (GA),DT,76.25,347,9.38,33.25,NA,5.14,30,26,106,4.75,7.71,NA,NA
2017,Damoreea Stringfellow,Mississippi,WR,73.88,218,10.63,33.25,NA,4.62,17,36,130,4.54,7.25,NA,NA
2017,Freddie Tagaloa,Arizona,OG,77.88,307,10.63,34.625,NA,5.3,36,26.5,90,4.97,7.76,NA,NA
