Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2011,Brooks Reed,Arizona,OLB,74.5,263,10,32.25,NA,4.65,30,30.5,113,4.28,NA,NA,NA
2011,D'Aundre Reed,Arizona,DE,75.88,261,10.25,33.5,NA,4.84,30,35.5,119,4.32,7.56,NA,NA
2011,Jah Reid,Central Florida,OT,79.13,327,10.25,34.38,NA,5.32,28,29.5,111,4.65,7.63,NA,NA
2011,Allen Reisner,Iowa,TE,74.25,248,10.5,33.25,NA,4.9,14,28,108,4.59,7.2,NA,236650
2011,Stevan Ridley,Louisiana State,RB,71.25,225,9.25,31.88,NA,4.65,18,36,118,4.21,6.78,NA,232428
2011,Aldrick Robinson,Southern Methodist (TX),WR,69.63,184,8.75,29.5,NA,4.35,17,40,126,4.09,NA,NA,238159
2011,Jacquizz Rodgers,Oregon State,RB,65.88,196,8.88,30.5,NA,4.59,13,33,113,4.26,7.31,NA,379208
2011,Jake Rogers,Cincinnati,K,74,213,9.375,31.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Justin Rogers,Richmond (VA),CB,70.5,180,8.25,31.38,NA,4.45,14,33,114,4.2,6.69,NA,NA
2011,Brian Rolle,Ohio State,OLB,69.63,229,10.38,31,NA,4.53,28,33,115,4.26,NA,NA,235803
2011,Greg Romeus,Pittsburgh,DE,76.88,264,10.875,35,NA,NA,24,NA,NA,NA,NA,NA,183294
2011,Evan Royster,Penn State,RB,71.63,212,9.25,30.75,NA,4.65,20,34,113,4.18,6.78,NA,188694
2011,Chris Rucker,Michigan State,CB,72.5,195,9,33,NA,4.55,10,33.5,119,4.35,6.87,NA,245391
2011,Kyle Rudolph,Notre Dame,TE,78.13,259,10.75,34,NA,4.83,19,34.5,113,4.37,7.24,NA,385438
2011,Kevin Rutland,Missouri,CB,71.63,190,9,31.13,NA,4.58,12,35.5,115,4.15,6.87,NA,191601
2011,Brandon Saine,Ohio State,RB,71.25,220,9.25,30.63,NA,4.4,22,34.5,113,4.25,NA,NA,235805
2011,Greg Salas,Hawaii,WR,73.13,210,9.25,32,NA,4.53,15,37,120,4.1,NA,NA,184070
2011,DeMarco Sampson,San Diego State,WR,74,204,9.63,33,NA,4.69,14,35.5,120,4.26,6.93,NA,169855
2011,Jock Sanders,West Virginia,WR,66.13,181,8.88,28.25,NA,4.5,19,34.5,121,4.13,NA,NA,241858
2011,Robert Sands,West Virginia,FS,76.38,217,9.75,33.38,NA,4.53,12,35,124,4.06,NA,NA,382313
2011,Dane Sanzenbacher,Ohio State,WR,71.38,182,8.25,30.5,NA,4.56,NA,33.5,118,3.97,NA,NA,235808
2011,Tyler Sash,Iowa,SS,72,211,9.38,30,NA,4.62,11,33,108,4.27,NA,NA,236653
2011,Weslye Saunders,South Carolina,TE,77.13,270,10.5,35.63,NA,4.82,19,33.5,116,4.56,7.48,NA,243311
2011,Stephen Schilling,Michigan,OG,76.25,308,9.63,32.75,NA,5.18,30,25.5,98,4.62,NA,NA,NA
2011,Steve Schilling,Michigan,OG,76.25,308,9.625,32.75,NA,5.29,30,25.5,98,4.62,NA,NA,NA
2011,Caleb Schlauderaff,Utah,OG,76.25,305,9.75,32.25,NA,NA,NA,28,102,4.81,NA,NA,NA
2011,Da'Rel Scott,Maryland,RB,71,211,9,32.5,NA,4.4,19,34,117,4.2,NA,NA,193394
2011,Da'Norris Searcy,North Carolina,SS,70.63,223,9.5,33.5,NA,4.55,27,33,120,4.09,NA,NA,237141
2011,Jabaal Sheard,Pittsburgh,DE,74.88,264,10,33.5,NA,4.68,NA,31,115,4.65,7.34,NA,NA
2011,Kelvin Sheppard,Louisiana State,ILB,73.88,250,9.63,31.75,NA,4.64,22,33.5,110,4.28,7.25,NA,183548
2011,Anthony Sherman,Connecticut,FB,70.25,242,9.38,30,NA,4.74,32,32.5,111,4.41,NA,NA,237733
2011,Richard Sherman,Stanford,CB,74.63,195,9.75,32,NA,4.54,16,38,125,4.33,6.72,NA,190539
2011,Derek Sherrod,Mississippi State,OT,77.38,321,11,35.38,NA,5.18,23,28,97,4.63,NA,NA,NA
2011,Cecil Shorts,Mount Union (OH),WR,71.75,205,9.25,31.63,NA,4.58,21,34.5,114,4.07,NA,NA,NA
2011,Tupaimoefitpo Siliga,Utah,DT,73.75,305,10,34.5,NA,5.04,29,29,100,4.75,NA,NA,NA
2011,David Sims,Iowa State,SS,69.25,200,8.75,31,NA,4.5,24,37.5,120,4.28,6.94,NA,NA
2011,Buster Skrine,Tennessee-Chattanooga,CB,69.5,186,8.88,30.25,NA,4.37,20,37,122,3.9,NA,NA,NA
2011,Aldon Smith,Missouri,DE,76.25,263,9.75,35.38,NA,4.74,20,34,118,4.5,NA,NA,381403
2011,Andre Smith,Virginia Tech,TE,76.38,270,NA,NA,NA,4.78,22,33.5,119,4.3,7.13,NA,NA
2011,Chris Smith,Northern Illinois,CB,69.75,186,NA,NA,NA,4.73,9,31,118,4.26,7.46,NA,NA
2011,Darryl Smith,Appalachian State (NC),OLB,70.63,239,10.25,32,NA,4.88,20,31,104,4.45,NA,NA,NA
2011,Derrell Smith,Syracuse,ILB,72,243,10.25,32,NA,4.76,17,33.5,114,4.39,7.45,NA,190197
2011,Jimmy Smith,Colorado,CB,74.25,211,9.75,32.25,NA,4.42,24,36,123,4.06,NA,NA,188489
2011,Keith Smith,Purdue,WR,74.25,214,9.625,32.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Lee Smith,Marshall (WV),TE,77.75,266,9.75,34.38,NA,4.94,25,29,108,4.28,NA,NA,NA
2011,Malcolm Smith,Southern California,OLB,72.25,226,NA,NA,NA,4.44,28,39,125,4.54,7.08,NA,236612
2011,Torrey Smith,Maryland,WR,72.88,204,8.63,32.63,NA,4.41,19,41,126,4.13,NA,NA,236807
2011,Tyron Smith,Southern California,OT,77,307,11,36.38,NA,5.08,29,29,109,4.68,7.47,NA,379393
2011,Willie Smith,East Carolina (NC),OT,77.38,310,11.25,34.5,NA,5.4,27,30.5,106,4.83,7.81,NA,NA
2011,Nate Solder,Colorado,OT,80.25,319,9.88,35.5,NA,4.96,21,32,110,4.34,NA,NA,NA
2011,Owen Spencer,North Carolina State,WR,73.88,195,9.5,33.38,NA,4.51,6,37.5,125,4.18,NA,NA,189571
2011,Ricky Stanzi,Iowa,QB,76.38,223,10,32,30,4.87,NA,32.5,110,4.43,6.99,NA,188298
2011,Byron Stingily,Louisville,OT,77,313,NA,NA,NA,4.95,25,27.5,110,4.48,7.6,NA,NA
2011,Luke Stocker,Tennessee,TE,76.75,258,9.75,33,NA,4.68,27,33,115,4.4,NA,NA,189985
2011,Quan Sturdivant,North Carolina,ILB,73,241,10,32.5,NA,4.63,21,34,115,4.5,7.29,NA,231975
2011,Jeff Tarpinian,Iowa,ILB,74.13,235,NA,NA,NA,4.56,16,37,125,4.1,6.78,NA,NA
2011,Jerrard Tarrant,Georgia Tech,FS,72.38,204,9.25,30.75,NA,4.57,14,33,116,4.21,NA,NA,236257
2011,Vai Taua,Nevada,RB,69.5,213,9.25,31.13,NA,4.65,20,34.5,112,4.18,7.05,NA,188447
2011,Adrian Taylor,Oklahoma,DT,75.38,311,9.88,33,NA,4.96,34,NA,NA,NA,NA,NA,NA
2011,Phil Taylor,Baylor,DT,75.25,334,10.75,34,NA,5.09,31,29.5,100,4.77,NA,NA,537191
2011,Ryan Taylor,North Carolina,TE,75.5,254,NA,NA,NA,4.76,21,34,118,4.47,7.09,NA,183671
2011,Tyrod Taylor,Virginia Tech,QB,72.75,217,10,32.25,NA,4.47,NA,37.5,126,4.09,NA,NA,236838
2011,Zane Taylor,Utah,C,74.5,309,10.25,33,NA,5.52,33,25.5,104,4.77,8,NA,NA
2011,Daniel Thomas,Kansas State,RB,72.25,230,9,32.38,NA,4.63,21,34,123,4.29,7.06,NA,NA
2011,James Thomas,West Virginia,OLB,73,241,9.5,30.5,NA,4.73,23,30.5,114,4.28,7.01,NA,235670
2011,Josh Thomas,Buffalo,CB,70.25,191,9.13,31.63,NA,4.46,13,38.5,126,4.15,6.89,NA,NA
2011,Julius Thomas,Portland State (OR),TE,76.63,246,10.25,33,NA,4.64,16,35.5,111,4.31,NA,NA,NA
2011,Brandyn Thompson,Boise State,CB,69.25,189,9,29.75,NA,4.5,13,33.5,114,4.12,NA,NA,232559
2011,Isaiah Thompson,Houston,OG,75.38,300,9.38,33.5,NA,6,23,25,82,5.56,NA,NA,NA
2011,Cedric Thornton,Southern Arkansas,DT,75.13,309,10,33.63,NA,5.25,23,27,101,4.71,NA,NA,NA
2011,Jordan Todman,Connecticut,RB,68.88,203,9.38,32,NA,4.4,25,38,126,4.18,NA,NA,382319
2011,Terrence Toliver,Louisiana State,WR,75.5,212,10,32,NA,4.62,NA,32,122,4.03,NA,NA,232438
2011,Scott Tolzien,Wisconsin,QB,74,212,10,30.5,NA,4.92,NA,29.5,116,4.12,NA,NA,188112
2011,Devon Torrence,Ohio State,CB,71.63,199,9,30.38,NA,4.68,NA,33,111,4.09,6.75,NA,235816
2011,Terrance Turner,Indiana,WR,73.75,220,9.875,33.5,NA,4.66,16,41,128,4.15,NA,NA,181703
2011,Jeff Van Camp,Florida Atlantic,QB,77.25,218,10.25,32.5,NA,4.83,NA,31,114,4.16,NA,NA,191458
2011,Demarcus Van Dyke,Miami (FL),CB,72.75,176,9,31.38,NA,4.25,5,33.5,121,4.09,NA,NA,NA
2011,Julian Vandervelde,Iowa,OG,73.88,301,9.63,32.75,NA,5.12,23,31,104,4.59,7.27,NA,NA
2011,Shane Vereen,California,RB,70.25,210,9,30.63,NA,4.49,31,34,115,4.28,NA,NA,238201
2011,Danny Watkins,Baylor,OG,75.38,310,10.13,34.25,NA,5.36,29,26,92,4.62,NA,NA,NA
2011,Justin Watt,Wisconsin,DE,77.38,290,11.13,34,NA,4.91,34,37,120,4.21,NA,NA,NA
2011,Ryan Whalen,Stanford,WR,73.13,202,9,30,NA,4.53,18,38.5,123,4.09,NA,NA,237193
2011,Chris White,Mississippi State,ILB,74.75,240,9,30.88,NA,4.68,17,34,115,4.25,7.07,NA,NA
2011,Johnny White,North Carolina,RB,69.88,209,9.13,30,NA,4.5,NA,32.5,117,4.31,NA,NA,183672
2011,Markus White,Florida State,DE,75.5,266,10,33.38,NA,4.86,14,32.5,117,4.51,7.65,NA,191194
2011,Colby Whitlock,Texas Tech,DT,74.13,302,9,30.38,NA,5.27,25,30.5,105,4.75,NA,NA,NA
2011,Muhammad Wilkerson,Temple,DT,76.13,315,10,35.25,NA,4.96,27,26,106,4.59,NA,NA,385317
2011,Aaron Williams,Texas,CB,71.88,204,9.25,31.5,NA,4.55,18,37.5,127,4.07,NA,NA,NA
2011,DJ Williams,Arkansas,TE,74.13,245,10.38,31.5,NA,4.59,20,33.5,111,4.51,NA,NA,NA
2011,Deunta Williams,North Carolina,FS,73.75,205,10,33.25,NA,NA,NA,NA,NA,NA,NA,NA,183673
2011,Ian Williams,Notre Dame,DT,73.25,319,9.5,32,NA,5.21,31,28.5,98,4.78,7.75,NA,237426
2011,Jabara Williams,Stephen F. Austin (TX),OLB,73.88,228,NA,NA,NA,4.57,17,36.5,118,4.3,7.04,NA,NA
2011,Jacquian Williams,Texas Tech,OLB,74.63,231,NA,NA,NA,4.55,17,36.5,116,4.2,6.9,NA,482890
2011,Jonathan Williams,East Carolina (NC),RB,71.5,212,NA,NA,NA,4.45,18,37.5,124,4.43,6.84,NA,NA
2011,Keith Williams,Nebraska,OG,76.25,318,10,32.38,NA,5.28,23,24.5,93,5.03,NA,NA,NA
2011,Malcolm Williams,Texas Christian,CB,69.63,204,NA,NA,NA,4.47,16,40,126,4.39,6.9,NA,NA
2011,Marshall Williams,Wake Forest,WR,72.75,188,9.25,32,NA,4.56,9,35.5,123,4.09,NA,NA,189268
2011,Nate Williams,Washington,SS,72,211,9,31.13,NA,4.68,17,30.5,114,4.15,NA,NA,NA
2011,Ryan Williams,Virginia Tech,RB,69.38,212,9,30.75,NA,4.59,19,40,123,4.18,NA,NA,NA
2011,Zach Williams,Washington State,C,75,309,9.5,33.25,NA,5.18,28,30,103,4.62,NA,NA,NA
2011,Zack Williams,Maryland,C,75,309,9.5,33.25,NA,5.27,28,30,103,4.62,NA,NA,NA
2011,Lawrence Wilson,Connecticut,OLB,72.88,229,10,30.5,NA,4.71,24,32.5,113,4.5,7.08,NA,NA
2011,Martez Wilson,Illinois,ILB,75.75,250,9.75,34.63,NA,4.42,23,36,124,4.28,NA,NA,237318
2011,Ryan Winterswyk,Boise State,DE,76.13,268,9.75,32.75,NA,4.96,18,30,111,4.37,NA,NA,184048
2011,Stefen Wisniewski,Penn State,C,75,313,10.38,33,NA,5.29,30,28.5,100,4.63,NA,NA,NA
2011,Kenneth Wright,Mississippi State,OLB,75.38,246,9,34.88,NA,4.75,20,32,120,4.46,7.21,NA,NA
2011,Shareece Wright,Southern California,CB,70.88,185,9.5,32.25,NA,4.41,16,34.5,113,4.28,7.09,NA,NA
2011,Taylor Yates,North Carolina,QB,75.38,219,10.25,32.5,NA,5.06,NA,29.5,104,4.12,NA,NA,NA
2011,DJ Young,Michigan State,OT,76.75,307,NA,NA,NA,5.17,36,29,105,4.7,7.92,NA,NA
2011,Jimmy Young,Texas Christian,WR,72,204,9,31.38,NA,4.5,19,37,115,4.18,NA,NA,183268
2011,Titus Young,Boise State,WR,71.38,174,9,30.88,NA,4.43,NA,35,123,4.3,6.85,NA,232582
2011,Lee Ziemba,Auburn,OT,77.63,317,9.63,34,NA,5.5,20,29,95,4.65,NA,NA,238288
2010,Phillip Adams,South Carolina State,CB,70.75,192,NA,NA,NA,4.5,NA,34.5,124,4.34,7.16,NA,NA
2010,Seyi Ajirotutu,Frenso State (CA),WR,75.38,204,9.38,32.63,NA,4.6,14,36,115,4.39,7.06,NA,170074
2010,Rahim Alem,Louisiana State,DE,74.63,251,10.25,33.25,NA,4.75,18,30.5,106,4.8,7.18,NA,NA
2010,Charles Alexander,Louisiana State,DT,75.63,300,10.38,35,NA,5.4,NA,32.5,102,4.94,NA,NA,NA
2010,Danario Alexander,Missouri,WR,76.63,215,10,34.75,NA,NA,NA,NA,NA,NA,NA,NA,191583
2010,Nate Allen,South Florida,FS,72.5,207,9.38,31,NA,4.5,16,34.5,114,4.3,6.96,NA,190613
2010,Tyson Alualu,California,DE,74.38,295,10,33,NA,4.87,21,35.5,116,4.43,NA,NA,NA
2010,Jon Amaya,Nevada,FS,72.75,203,NA,NA,NA,4.51,8,28,118,NA,NA,NA,NA
2010,Jonathon Amaya,Nebraska,FS,72.75,203,8.25,31.25,NA,4.6,8,28,118,4.3,6.82,NA,188436
2010,Pat Angerer,Iowa,ILB,72.25,235,9.13,30.5,NA,4.71,26,35,110,4.29,NA,NA,169323
2010,Lucien Antoine,Oklahoma State,SS,72.5,215,9.38,32.25,NA,4.62,28,32,120,4.47,NA,NA,377916
2010,Javier Arenas,Alabama,CB,68.63,197,9.5,30.88,NA,4.6,NA,NA,112,NA,NA,NA,191481
2010,Alric Arnett,West Virginia,WR,73.75,188,9,32.5,NA,4.52,NA,40,122,4.43,6.81,NA,238899
2010,Jon Asamoah,Illinois,OG,76,305,10.13,33,NA,5.07,22,28,106,4.51,7.56,NA,NA
2010,Larry Asante,Nebraska,SS,72,212,9,31.5,NA,4.62,14,37.5,118,4.17,NA,NA,232215
2010,Geno Atkins,Georgia,DT,73.38,293,9.63,32,NA,4.75,34,33,117,4.43,NA,NA,NA
2010,Terrence Austin,UCLA,WR,69.63,165,NA,NA,NA,4.52,15,35.5,123,4.28,7.16,NA,187950
2010,Brandon Banks,Kansas State,WR,66.75,149,8.25,30,NA,4.43,NA,31,113,4.29,NA,NA,NA
2010,Freddie Barnes,Bowling Green (OH),WR,72,215,NA,NA,NA,4.67,12,30.5,107,4.55,7.16,NA,170533
2010,Kevin Basped,Nevada,DE,76.5,258,9.75,34.75,NA,4.75,26,29,104,4.88,NA,NA,NA
2010,Danny Batten,South Dakota State,ILB,74.88,246,NA,NA,NA,4.71,30,32.5,122,4.32,7.26,NA,NA
2010,Zane Beadles,Utah,OG,76.38,310,9.75,33.75,NA,5.28,27,NA,NA,NA,NA,NA,NA
2010,Jason Beauchamp,Nevada Las Vegas,ILB,75,244,10,33.5,NA,4.89,21,39.5,120,4.57,NA,NA,NA
2010,Chris Bell,Norfolk State (VA),WR,74.13,211,9.13,32.25,NA,4.5,15,35,117,4.35,NA,NA,NA
2010,Joique Bell,Wayne State (MI),RB,71.25,220,9,31.5,NA,4.68,16,36.5,120,4.17,NA,NA,NA
2010,Arrelious Benn,Illinois,WR,73,219,9.38,32.25,NA,4.57,20,37,118,4.32,6.78,NA,232318
2010,Eric Berry,Tennessee,FS,71.63,211,9.63,33.25,NA,4.4,19,43,130,4.23,NA,NA,235998
2010,Jahvid Best,California,RB,70.13,199,9,31.75,24,4.34,18,32.5,113,4.17,NA,NA,238184
2010,Ciron Black,Louisiana State,OG,76.5,327,10.13,33,NA,5.53,23,25.5,91,5.13,8.04,NA,NA
2010,LeGarrette Blount,Oregon,RB,72.5,241,10,33.5,16,4.7,18,35,117,4.49,NA,NA,378483
2010,Nyan Boateng,California,WR,73,204,9.38,33.25,NA,4.75,14,36,112,4.69,7.17,NA,173441
2010,Kyle Bosworth,UCLA,OLB,72.63,236,9.25,32,NA,4.69,25,32.5,117,4.11,NA,NA,NA
2010,Brent Bowden,Virginia Tech,P,74.5,202,9.25,31,NA,NA,NA,NA,NA,NA,NA,NA,175130
2010,Navorro Bowman,Penn State,OLB,72.5,242,9.88,33,NA,4.7,26,29.5,115,4.59,6.7,NA,NA
2010,Sam Bradford,Oklahoma,QB,76.25,236,9.5,34.375,36,4.79,NA,NA,NA,NA,NA,NA,188934
2010,Dezmon Briscoe,Kansas,WR,74,207,9.5,33.5,NA,4.66,9,33,115,4.57,7.1,NA,232149
2010,Dorian Brooks,James Madison (VA),OG,74.25,306,10,33.75,NA,5.15,26,23,100,4.66,NA,NA,NA
2010,Antonio Brown,Central Michigan,WR,70.13,186,9,31,NA,4.56,13,33.5,105,4.18,NA,NA,243312
2010,Charles Brown,Southern California,OT,77.38,303,11.38,35.25,NA,5.24,21,31.5,101,NA,NA,NA,NA
2010,Chris Brown,Oklahoma,RB,70.38,210,9.13,29,NA,4.55,17,36,115,4.49,7.12,NA,NA
2010,Cornelius Brown,Texas-El Paso,CB,70.88,198,10,31.5,NA,4.59,11,31.5,118,4.24,6.84,NA,193105
2010,Jarrett Brown,West Virginia,QB,74.88,224,10,34.875,NA,4.5,NA,34.5,114,4.39,NA,NA,174442
2010,Levi Brown,Troy (AL),QB,75.5,229,9.5,31.5,NA,4.93,20,31.5,106,4.43,7.25,NA,NA
2010,Stevie Brown,Michigan,SS,71.25,212,NA,NA,NA,4.51,23,34.5,122,4.33,6.92,NA,191437
2010,Dez Bryant,Oklahoma State,WR,74,225,9.75,34,NA,4.52,14,38,133,4.46,7.1,NA,235655
2010,Bryan Bulaga,Iowa,OT,77.38,314,9.25,33.25,NA,5.2,26,27.5,98,4.75,NA,NA,NA
2010,Morgan Burnett,Georgia Tech,FS,73.38,209,9,31.75,NA,4.51,16,39.5,140,3.92,6.87,NA,236244
2010,Benjamin Burney,Michigan State,CB,70.63,202,NA,NA,NA,4.38,16,39,121,4.1,6.71,NA,177821
2010,Crezdon Butler,Clemson,CB,71.75,191,8.75,32,NA,4.43,17,39.5,121,4.23,NA,NA,192135
2010,Donald Butler,Washington,ILB,73.13,245,9.5,32.625,NA,4.62,35,35.5,121,4.28,6.93,NA,184362
2010,Jeff Byers,Southern California,C,75.38,301,9.5,33.13,NA,5.04,33,27,98,4.56,7.57,NA,NA
2010,Nate Byham,Pittsburgh,TE,75.88,268,10,33.5,NA,4.97,18,29,109,4.45,7.05,NA,NA
2010,Kyle Calloway,Iowa,OT,78.5,323,10.13,33.25,NA,5.46,22,23.5,92,4.86,NA,NA,NA
2010,Jorrick Calvin,Troy (AL),CB,70.13,182,NA,NA,NA,4.46,NA,33,108,4.54,7.21,NA,174924
2010,Bruce Campbell,Maryland,OT,78.38,314,10.5,36.25,NA,4.75,34,32,101,4.69,NA,NA,NA
2010,Chris Campbell,Eastern Illinois,OT,77,328,NA,NA,NA,5.28,14,25,96,4.14,8.08,NA,482280
2010,Lee Campbell,Minnesota,ILB,74.38,247,9.63,31.5,NA,4.88,17,34,108,4.4,NA,NA,188165
2010,Sean Canfield,Oregon State,QB,75.75,223,9.25,32.75,NA,4.93,NA,29.5,100,4.39,NA,NA,168823
2010,Selvish Capers,West Virginia,OT,76.63,308,10,34,NA,5.11,19,30.5,106,4.68,7.44,NA,174445
2010,Alex Carrington,Arkansas State,DE,77.25,285,10.5,33.25,NA,4.92,26,33,122,4.81,7.64,NA,170969
2010,Nolan Carroll,Maryland,CB,71.5,204,9.25,31,NA,4.42,17,37.5,123,4.21,6.81,NA,NA
2010,Brandon Carter,Texas Tech,OG,77.75,329,10.63,33.5,NA,5.34,22,24.5,102,4.94,7.89,NA,517129
2010,Chris Carter,UC-Davis,WR,71.38,191,9.38,30.75,NA,NA,12,NA,NA,NA,NA,NA,NA
2010,Chris Chancellor,Clemson,CB,69.13,177,9.38,30.5,NA,4.49,14,34,115,4.07,NA,NA,176657
2010,Kam Chancellor,Virginia Tech,FS,75.25,231,9.5,33,NA,4.62,22,32,116,4.41,NA,NA,189386
2010,Jamar Chaney,Mississippi State,ILB,72.75,242,9.88,33.5,NA,4.54,26,39,124,4.29,NA,NA,171812
2010,Barry Church,Toledo,SS,73.5,222,9.38,33.25,NA,4.69,19,36,121,4.17,NA,NA,184579
2010,Daryll Clark,Penn State,QB,73.88,235,9.5,32.75,NA,4.72,21,33,116,4.28,6.97,NA,185917
2010,Jimmy Clausen,Notre Dame,QB,74.63,222,9,30.75,23,4.76,NA,NA,NA,NA,NA,NA,231813
2010,Keenan Clayton,Oklahoma,OLB,73.13,229,9.5,32.5,NA,4.59,27,41.5,124,4.19,6.92,NA,174556
2010,Terrence Cody,Alabama,DT,75.63,349,11,34.25,NA,5.71,22,20.5,90,5.03,NA,NA,NA
2010,Justin Cole,San Jose State,OLB,75.13,242,9.38,31.25,NA,4.76,22,34.5,117,4.42,NA,NA,176755
2010,Antonio Coleman,Auburn,OLB,73.5,255,10,33,NA,4.87,18,33.5,113,4.46,7.01,NA,175389
2010,Harry Coleman,Louisiana State,SS,73.5,211,9.75,32.5,NA,4.56,13,33,115,4.42,6.94,NA,NA
2010,Kurt Coleman,Ohio State,SS,70.25,192,9.13,30.75,NA,4.55,19,34.5,122,4.15,6.81,NA,183874
2010,Nate Collins,Virginia,DT,74,290,NA,NA,NA,4.94,22,33,106,4.8,7.37,NA,183643
2010,John Conner,Kentucky,FB,71.13,246,8.5,32,NA,4.64,24,35,111,4.32,NA,NA,181058
2010,Kavell Conner,Clemson,OLB,72.5,242,9.5,32.75,NA,4.59,24,33.5,110,4.6,NA,NA,176660
2010,Chris Cook,Virginia,CB,74,212,9.25,32.5,NA,4.45,7,38,132,4.23,6.85,NA,177397
2010,Erik Cook,New Mexico,C,78,318,9.75,33.875,NA,5.55,19,25,94,4.99,7.93,NA,NA
2010,Riley Cooper,Florida,WR,75.38,222,10.38,32.63,NA,4.53,NA,33,114,4.15,6.73,NA,186575
2010,Perrish Cox,Oklahoma State,CB,71.38,195,8.38,30,NA,4.58,12,32.5,113,4.2,6.82,NA,188961
2010,Jonathan Crompton,Tennessee,QB,75.13,222,NA,NA,NA,4.85,NA,31,106,4.34,6.95,NA,175658
2010,Jermaine Cunningham,Florida,DE,75.38,266,10.38,33.75,NA,4.89,NA,35,118,NA,NA,NA,NA
2010,Rennie Curran,Georgia,OLB,70.63,235,10.38,31.5,NA,4.75,25,34.5,112,4.4,7.34,NA,NA
2010,Anthony Davis,Rutgers,OT,77,323,NA,34,NA,5.36,21,33,NA,4.97,NA,NA,NA
2010,Dexter Davis,Arizona State,OLB,73.5,244,9.5,33,NA,4.62,25,35,109,4.3,NA,NA,175825
2010,Hall Davis,Louisiana-Lafayette,DE,75.75,271,9.88,34.375,NA,4.84,28,34.5,114,4.63,7.53,NA,170838
2010,Brandon Deaderick,Alabama,DT,75.88,314,9.38,34.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Eric Decker,Minnesota,WR,75.13,217,9.13,31,NA,4.54,15,NA,NA,NA,NA,NA,176126
2010,Chris DeGeare,Wake Forest,OG,75.63,325,9.75,34,NA,5.12,27,32.5,103,4.9,NA,NA,NA
2010,Dorin Dickerson,Pittsburgh,TE,73.38,226,9.75,34,NA,4.4,24,43.5,125,4.3,NA,NA,183281
2010,Ed Dickson,Oregon,TE,76.25,249,9.75,33,NA,4.59,23,34,115,4.59,NA,NA,173396
2010,Richard Dickson,Louisiana State,FB,74.63,249,NA,NA,NA,4.85,14,28.5,102,4.52,7.53,NA,183526
2010,Phillip Dillard,Nebraska,ILB,72.25,245,9.5,30.5,NA,4.65,18,31.5,106,4.43,NA,NA,175276
2010,Ryan DImperio,Rutgers,ILB,73.38,241,NA,NA,NA,4.68,21,33.5,115,4.39,6.84,NA,NA
2010,Andre Dixon,Connecticut,RB,72.75,205,10.13,32.25,NA,4.56,NA,40,117,4.19,NA,NA,174068
2010,Anthony Dixon,Mississippi State,RB,72.75,233,9.75,32.625,25,4.67,15,33,121,4.49,7.22,NA,NA
2010,Matt Dodge,East Carolina (NC),P,73.5,224,9.75,32,NA,NA,23,34,114,NA,NA,NA,180714
2010,Jim Dray,Stanford,TE,76.75,246,10.13,33,NA,4.82,17,34,113,4.38,7.14,NA,176279
2010,Vladimir Ducasse,Massachusetts,OT,76.38,332,9.63,34.75,NA,5.21,29,26,91,4.97,7.87,NA,NA
2010,Carlos Dunlap,Florida,DE,77.75,278,10,34.63,NA,4.68,21,31.5,111,4.61,NA,NA,235162
2010,Jonathan Dwyer,Georgia Tech,RB,71.25,229,8.63,31,17,4.64,15,33,107,4.67,7.31,NA,236248
2010,Marcus Easley,Connecticut,WR,74.75,210,8.5,32.75,NA,4.39,16,34,123,4.6,NA,NA,232355
2010,AJ Edds,Iowa,OLB,75.63,246,9.13,32.75,NA,4.62,16,33,117,4.28,7.4,NA,188288
2010,Armanti Edwards,Appalachian State (NC),WR,70.88,187,9.5,32.25,NA,4.41,13,34.5,123,4.19,6.74,NA,NA
2010,Brody Eldridge,Oklahoma,TE,76.75,261,9.63,32.5,NA,4.72,20,31.5,112,4.44,7.27,NA,174559
2010,Dedrick Epps,Miami (FL),TE,75.38,246,9.88,33.13,NA,4.72,19,33,110,4.42,7.31,NA,183681
2010,Ray Fisher,Indiana,CB,68,172,NA,NA,NA,4.51,NA,38,122,4.16,6.83,NA,188711
2010,Jeffrey Fitzgerald,Kansas State,DE,75.63,270,NA,NA,NA,4.83,21,35,117,4.36,7.29,NA,177402
2010,Jacoby Ford,Clemson,WR,68.88,186,9.25,30.5,NA,4.22,15,33.5,115,4.44,NA,NA,184298
2010,Jason Fox,Miami (FL),OT,78.88,305,9.5,34.5,NA,5.42,23,29.5,101,NA,NA,NA,183683
2010,Dominique Franks,Oklahoma,CB,71,194,9.75,31.5,NA,4.46,10,33.5,117,4.33,NA,NA,188941
2010,Junior Galette,Stillman (AL),OLB,73.75,257,9,33,NA,4.77,25,33.5,113,4.16,NA,NA,NA
2010,Clifton Geathers,South Carolina,DE,79.5,299,11.13,37.75,NA,4.98,26,36,112,4.72,7.2,NA,NA
2010,Riar Geer,Colorado,FB,74.88,256,10.13,33,NA,5,13,33,106,4.29,NA,NA,177825
